page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
4,185207,"Frame for Nude Woman, Full Body",2005.586.2,False,1937.0,1937.0,1937,"Ivan Albright
American, 1897-1983",United States,,24.5496,Prints and Drawings,Ivan Albright,,frame
4,185206,"Nude Woman, Full Body",2005.586.1,False,1937.0,1937.0,1937,"Ivan Albright
American, 1897-1983",United States,,24.5496,Prints and Drawings,Ivan Albright,,watercolor
4,185205,"""And the day ran into the night, memories...""",2005.585,False,1937.0,1937.0,1937,"Ivan Albright
American, 1897-1983",United States,,35.1334,Prints and Drawings,Ivan Albright,,watercolor
4,149317,Self-Portrait (Ancient Eyes),1997.875,False,1983.0,1983.0,1983,"Ivan Albright
American, 1897-1983",United States,,12.2854,Prints and Drawings,Ivan Albright,,etching
4,145883,Self-Portrait,1996.647,False,1912.0,1983.0,n.d.,"Ivan Albright
American, 1897-1983",United States,,29.5044,Prints and Drawings,Ivan Albright,,drypoint plate
4,145882,Self-Portrait - The Last Etching,1996.646,False,1912.0,1983.0,n.d.,"Ivan Albright
American, 1897-1983",United States,,18.789,Prints and Drawings,Ivan Albright,,drypoint plate
4,145881,Unknown Subject,1996.645,False,1912.0,1983.0,n.d.,"Ivan Albright
American, 1897-1983",United States,,22.0175,Prints and Drawings,Ivan Albright,,drypoint plate
4,145880,"Near Eromsoe, Norway",1996.644,False,1912.0,1983.0,n.d.,"Ivan Albright
American, 1897-1983",United States,,28.0432,Prints and Drawings,Ivan Albright,,drypoint plate
4,145240,Dorian Gray,1996.389,False,1945.0,1945.0,1945,"Ivan Albright
American, 1897–1983",United States,,11.0769,Arts of the Americas,Ivan Albright,,gouache
4,124765,Three Love Birds,RX19974,False,1940.0,1941.0,1940–41,"Ivan Albright
American, 1897-1983",United States,,15.3884,Prints and Drawings,Ivan Albright,,zincograph
4,117818,Woods at Deerfield,1991.721,False,1962.0,1962.0,1962,"Ivan Albright
American, 1897-1983",United States,,15.2537,Prints and Drawings,Ivan Albright,,lithograph
4,117817,"Corea, Maine",1991.720,False,1947.0,1947.0,1947,"Ivan Albright
American, 1897-1983",United States,,19.813,Prints and Drawings,Ivan Albright,,lithograph
4,104278,Self-Portrait (No. 20),1985.436,False,1983.0,1983.0,1983,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",55.1027,Arts of the Americas,Ivan Albright,Modernism,painting
4,104277,Self-Portrait (No. 19),1985.435,False,1983.0,1983.0,1983,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",10.5447,Arts of the Americas,Ivan Albright,Modernism,painting
4,104276,Self-Portrait (No. 18),1985.434,False,1983.0,1983.0,1983,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",16.8316,Arts of the Americas,Ivan Albright,Modernism,painting
4,104275,Self-Portrait (No. 17),1985.433,False,1983.0,1983.0,June 1983,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",9.0894,Arts of the Americas,Ivan Albright,Modernism,painting
4,104274,Self-Portrait (No. 16),1985.432,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",43.8376,Arts of the Americas,Ivan Albright,Modernism,painting
4,104273,Self-Portrait (No. 15),1985.431,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",10.8041,Arts of the Americas,Ivan Albright,Modernism,painting
4,104272,Self-Portrait (No. 14),1985.430,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",7.0124,Arts of the Americas,Ivan Albright,Modernism,painting
4,104271,Self-Portrait (No. 13),1985.429,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Chicago Cultural Center, <em>Face to Face: Self Portraits by Chicago Artists</em>, Feb 14–Apr 4, 1992.

Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",19.4256,Arts of the Americas,Ivan Albright,Modernism,painting
4,104270,Self-Portrait (No. 12),1985.428,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",30.3524,Arts of the Americas,Ivan Albright,Modernism,painting
4,104269,Self-Portrait (No. 11),1985.427,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",14.2038,Arts of the Americas,Ivan Albright,Modernism,painting
4,104268,Self-Portrait (No. 10),1985.426,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",28.5448,Arts of the Americas,Ivan Albright,Modernism,painting
4,104267,Self-Portrait (No. 9),1985.425,False,1982.0,1982.0,1982,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",13.6087,Arts of the Americas,Ivan Albright,Modernism,pastel
4,104266,Self-Portrait (No. 8),1985.424,False,1982.0,1982.0,"October 5–12, 1982","Ivan Albright
American, 1897–1983",United States,"Chicago Cultural Center, <em>Face to Face: Self–Portraits by Chicago Artists</em>, Feb 14–Apr 4, 1992.

Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",15.0379,Arts of the Americas,Ivan Albright,Modernism,painting
4,104265,Self-Portrait (No. 7),1985.423,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",4.1556,Arts of the Americas,Ivan Albright,Modernism,painting
4,104264,Self-Portrait (No. 6),1985.422,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",6.0981,Arts of the Americas,Ivan Albright,Modernism,painting
4,104263,Self-Portrait (No. 5),1985.421,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",19.8406,Arts of the Americas,Ivan Albright,Modernism,painting
4,104262,Self-Portrait (No. 4),1985.420,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",7.0304,Arts of the Americas,Ivan Albright,Modernism,painting
4,104261,Self-Portrait (No. 3),1985.419,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",15.7295,Arts of the Americas,Ivan Albright,Modernism,painting
4,104260,Self-Portrait (No. 2),1985.418,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",17.7447,Arts of the Americas,Ivan Albright,Modernism,painting
4,104259,Self-Portrait (No. 1),1985.417,False,1981.0,1981.0,1981,"Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>Homegrown: The School of the Art Institute in the Permanent Collection</em>, Oct 17, 2015–Feb 14, 2016.

Art Institute of Chicago, <em>Flesh: Ivan Albright at the Art Institute of Chicago</em>, May 4–Aug 5, 2018, no cat.",18.1737,Arts of the Americas,Ivan Albright,Modernism,painting
4,99759,Head of Adam Emory Albright (Head of My Father),1982.1838,True,1935.0,1936.0,"1935–36, cast 1952","Ivan Albright
American, 1897–1983",United States,"Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.

Art Institute of Chicago, <em>The Modern Series: Shatter Rupture Break</em>, Feb 15–May 3, 2015, no cat.",13.7982,Arts of the Americas,Ivan Albright,Modernism,bronze
4,99758,This Ichnolite of Mine,1982.1837,False,1940.0,1940.0,1940,"Ivan Albright
American, 1897–1983",United States,"Chicago, The Arts Club, 1941.

Philadelphia, Pennsylvania Academy of FIne Arts, <em>Fellowship Exhibition</em>, 1942.

Madison, University of Wisconsin, <em>An Exhibit of Contemporary Painting from the Collection of Earle Ludgin</em>, Jul 3–30, 1960, cat. 2.

Art Institute of Chicago, <em>Ivan Albright Retrospective Exhibition</em>, Oct 30–Dec 27, 1964, cat. 24; Whitney Museum, Feb 3–Mar 21, 1965.

Art Institute of Chicago, <em>Mary and Earle Ludgin Collection</em>, Sep 11–Oct 31, 1982, no cat.

Art Institute of Chicago, <em>Ivan Albright: Magic Realist</em>, Feb 20–May 11, 1997; New York, Metropolitan Museum of Art, Jun 10–Sep 7, 1997.",20.8141,Arts of the Americas,Ivan Albright,Modernism,painting
4,99562,Appears the Man,1982.1536,False,1980.0,1980.0,1980,"Ivan Albright
American, 1897-1983",United States,,12.2983,Prints and Drawings,Ivan Albright,,lithograph
4,99561,Appears the Man,1982.1535,False,1980.0,1980.0,1980,"Ivan Albright
American, 1897-1983",United States,,7.7718,Prints and Drawings,Ivan Albright,,lithograph
4,94060,Reclining Female Torso,1977.290,False,1961.0,1961.0,1961,"Ivan Albright
American, 1897-1983",United States,,16.9028,Prints and Drawings,Ivan Albright,,charcoal
4,94059,Top of Torso,1977.289,True,1961.0,1961.0,1961,"Ivan Albright
American, 1897-1983",United States,,9.2108,Prints and Drawings,Ivan Albright,,charcoal
4,94058,"Tree, Georgia",1977.288,False,1961.0,1961.0,1961,"Ivan Albright
American, 1897-1983",United States,,39.6148,Prints and Drawings,Ivan Albright,,watercolor
4,94057,"Silver Miners' Row, Aspen, Colorado",1977.287,False,1956.0,1956.0,1956,"Ivan Albright
American, 1897-1983",United States,,11.3294,Prints and Drawings,Ivan Albright,,metalpoint
4,94056,"I, Mary",1977.286,False,1965.0,1976.0,1965–76,"Ivan Albright
American, 1897-1983",United States,,8.6658,Prints and Drawings,Ivan Albright,,graphite
4,94055,Hail to the Pure,1977.285,False,1976.0,1976.0,1976,"Ivan Albright
American, 1897-1983",United States,,10.0028,Prints and Drawings,Ivan Albright,,graphite
4,94048,"The Trees Rise Above the Water-Sink Below the Sky, Georgia",1977.278,False,1967.0,1967.0,1967,"Ivan Albright
American, 1897-1983",United States,,37.516,Prints and Drawings,Ivan Albright,,gouache
